county,precinct,office,district,party,candidate,votes
Albany,ALBANY WARD 8 ED 5,U.S. House,20.0,DEM,Paul D. Tonko,280
Albany,ALBANY WARD 8 ED 6,U.S. House,20.0,DEM,Paul D. Tonko,377
Albany,ALBANY WARD 8 ED 7,U.S. House,20.0,DEM,Paul D. Tonko,233
Albany,ALBANY WARD 8 ED 8,U.S. House,20.0,DEM,Paul D. Tonko,255
Albany,ALBANY WARD 8 ED 9,U.S. House,20.0,DEM,Paul D. Tonko,86
Albany,ALBANY WARD 9 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,159
Albany,ALBANY WARD 9 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,109
Albany,ALBANY WARD 9 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,112
Albany,ALBANY WARD 9 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,153
Albany,ALBANY WARD 9 ED 5,U.S. House,20.0,DEM,Paul D. Tonko,260
Albany,ALBANY WARD 9 ED 6,U.S. House,20.0,DEM,Paul D. Tonko,222
Albany,ALBANY WARD 9 ED 7,U.S. House,20.0,DEM,Paul D. Tonko,243
Albany,ALBANY WARD 9 ED 8,U.S. House,20.0,DEM,Paul D. Tonko,231
Albany,ALBANY WARD 9 ED 9,U.S. House,20.0,DEM,Paul D. Tonko,29
Albany,ALBANY WARD 10 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,49
Albany,ALBANY WARD 10 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,53
Albany,ALBANY WARD 10 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,108
Albany,ALBANY WARD 10 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,60
Albany,ALBANY WARD 10 ED 5,U.S. House,20.0,DEM,Paul D. Tonko,48
Albany,ALBANY WARD 10 ED 6,U.S. House,20.0,DEM,Paul D. Tonko,58
Albany,ALBANY WARD 10 ED 7,U.S. House,20.0,DEM,Paul D. Tonko,103
Albany,ALBANY WARD 10 ED 8,U.S. House,20.0,DEM,Paul D. Tonko,97
Albany,ALBANY WARD 10 ED 9,U.S. House,20.0,DEM,Paul D. Tonko,44
Albany,ALBANY WARD 11 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,0
Albany,ALBANY WARD 11 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,35
Albany,ALBANY WARD 11 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,52
Albany,ALBANY WARD 11 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,59
Albany,ALBANY WARD 11 ED 5,U.S. House,20.0,DEM,Paul D. Tonko,64
Albany,ALBANY WARD 11 ED 6,U.S. House,20.0,DEM,Paul D. Tonko,192
Albany,ALBANY WARD 11 ED 7,U.S. House,20.0,DEM,Paul D. Tonko,14
Albany,ALBANY WARD 11 ED 8,U.S. House,20.0,DEM,Paul D. Tonko,47
Albany,ALBANY WARD 11 ED 9,U.S. House,20.0,DEM,Paul D. Tonko,13
Albany,ALBANY WARD 11 ED 10,U.S. House,20.0,DEM,Paul D. Tonko,8
Albany,ALBANY WARD 12 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,232
Albany,ALBANY WARD 12 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,256
Albany,ALBANY WARD 12 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,152
Albany,ALBANY WARD 12 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,134
Albany,ALBANY WARD 12 ED 5,U.S. House,20.0,DEM,Paul D. Tonko,191
Albany,ALBANY WARD 12 ED 6,U.S. House,20.0,DEM,Paul D. Tonko,183
Albany,ALBANY WARD 12 ED 7,U.S. House,20.0,DEM,Paul D. Tonko,0
Albany,ALBANY WARD 12 ED 8,U.S. House,20.0,DEM,Paul D. Tonko,260
Albany,ALBANY WARD 12 ED 9,U.S. House,20.0,DEM,Paul D. Tonko,16
Albany,ALBANY WARD 13 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,90
Albany,ALBANY WARD 13 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,204
Albany,ALBANY WARD 13 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,239
Albany,ALBANY WARD 13 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,187
Albany,ALBANY WARD 13 ED 5,U.S. House,20.0,DEM,Paul D. Tonko,214
Albany,ALBANY WARD 13 ED 6,U.S. House,20.0,DEM,Paul D. Tonko,176
Albany,ALBANY WARD 13 ED 7,U.S. House,20.0,DEM,Paul D. Tonko,1
Albany,ALBANY WARD 14 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,193
Albany,ALBANY WARD 14 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,413
Albany,ALBANY WARD 14 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,316
Albany,ALBANY WARD 14 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,280
Albany,ALBANY WARD 14 ED 5,U.S. House,20.0,DEM,Paul D. Tonko,312
Albany,ALBANY WARD 14 ED 6,U.S. House,20.0,DEM,Paul D. Tonko,276
Albany,ALBANY WARD 14 ED 7,U.S. House,20.0,DEM,Paul D. Tonko,248
Albany,ALBANY WARD 14 ED 8,U.S. House,20.0,DEM,Paul D. Tonko,173
Albany,ALBANY WARD 14 ED 9,U.S. House,20.0,DEM,Paul D. Tonko,27
Albany,ALBANY WARD 15 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,30
Albany,ALBANY WARD 15 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,15
Albany,ALBANY WARD 15 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,135
Albany,ALBANY WARD 15 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,162
Albany,ALBANY WARD 15 ED 5,U.S. House,20.0,DEM,Paul D. Tonko,209
Albany,ALBANY WARD 15 ED 6,U.S. House,20.0,DEM,Paul D. Tonko,99
Albany,ALBANY WARD 15 ED 7,U.S. House,20.0,DEM,Paul D. Tonko,217
Albany,COHOES WARD 1 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,95
Albany,COHOES WARD 1 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,133
Albany,COHOES WARD 1 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,117
Albany,COHOES WARD 2 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,113
Albany,COHOES WARD 2 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,113
Albany,COHOES WARD 2 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,22
Albany,COHOES WARD 2 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,2
Albany,COHOES WARD 2 ED 5,U.S. House,20.0,DEM,Paul D. Tonko,34
Albany,COHOES WARD 2 ED 6,U.S. House,20.0,DEM,Paul D. Tonko,1
Albany,COHOES WARD 3 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,105
Albany,COHOES WARD 3 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,83
Albany,COHOES WARD 3 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,86
Albany,COHOES WARD 3 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,21
Albany,COHOES WARD 4 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,82
Albany,COHOES WARD 4 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,222
Albany,COHOES WARD 4 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,90
Albany,COHOES WARD 4 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,233
Albany,COHOES WARD 5 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,100
Albany,COHOES WARD 5 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,161
Albany,COHOES WARD 5 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,105
Albany,COHOES WARD 5 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,154
Albany,COHOES WARD 5 ED 5,U.S. House,20.0,DEM,Paul D. Tonko,62
Albany,COHOES WARD 6 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,160
Albany,COHOES WARD 6 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,82
Albany,COHOES WARD 6 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,110
Albany,COHOES WARD 6 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,189
Albany,WATERVLIET WARD 1 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,176
Albany,WATERVLIET WARD 1 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,113
Albany,WATERVLIET WARD 1 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,120
Albany,WATERVLIET WARD 2 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,75
Albany,WATERVLIET WARD 2 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,80
Albany,WATERVLIET WARD 2 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,54
Albany,WATERVLIET WARD 3 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,51
Albany,WATERVLIET WARD 3 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,76
Albany,WATERVLIET WARD 3 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,111
Albany,WATERVLIET WARD 4 ED 1,U.S. House,20.0,DEM,Paul D. Tonko,103
Albany,WATERVLIET WARD 4 ED 2,U.S. House,20.0,DEM,Paul D. Tonko,73
Albany,WATERVLIET WARD 4 ED 3,U.S. House,20.0,DEM,Paul D. Tonko,115
Albany,WATERVLIET WARD 4 ED 4,U.S. House,20.0,DEM,Paul D. Tonko,126
Albany,BERNE ED 1,U.S. House,20.0,DEM,Paul D. Tonko,141
Albany,BERNE ED 2,U.S. House,20.0,DEM,Paul D. Tonko,282
Albany,BERNE ED 3,U.S. House,20.0,DEM,Paul D. Tonko,95
Albany,BETHLEHEM ED 1,U.S. House,20.0,DEM,Paul D. Tonko,381
Albany,BETHLEHEM ED 2,U.S. House,20.0,DEM,Paul D. Tonko,589
Albany,BETHLEHEM ED 3,U.S. House,20.0,DEM,Paul D. Tonko,270
Albany,BETHLEHEM ED 4,U.S. House,20.0,DEM,Paul D. Tonko,410
Albany,BETHLEHEM ED 5,U.S. House,20.0,DEM,Paul D. Tonko,452
Albany,BETHLEHEM ED 6,U.S. House,20.0,DEM,Paul D. Tonko,471
Albany,BETHLEHEM ED 7,U.S. House,20.0,DEM,Paul D. Tonko,406
Albany,BETHLEHEM ED 8,U.S. House,20.0,DEM,Paul D. Tonko,417
Albany,BETHLEHEM ED 9,U.S. House,20.0,DEM,Paul D. Tonko,289
Albany,BETHLEHEM ED 10,U.S. House,20.0,DEM,Paul D. Tonko,222
Albany,BETHLEHEM ED 11,U.S. House,20.0,DEM,Paul D. Tonko,297
Albany,BETHLEHEM ED 12,U.S. House,20.0,DEM,Paul D. Tonko,415
Albany,BETHLEHEM ED 13,U.S. House,20.0,DEM,Paul D. Tonko,425
Albany,BETHLEHEM ED 14,U.S. House,20.0,DEM,Paul D. Tonko,404
Albany,BETHLEHEM ED 15,U.S. House,20.0,DEM,Paul D. Tonko,485
Albany,BETHLEHEM ED 16,U.S. House,20.0,DEM,Paul D. Tonko,241
Albany,BETHLEHEM ED 17,U.S. House,20.0,DEM,Paul D. Tonko,209
Albany,BETHLEHEM ED 18,U.S. House,20.0,DEM,Paul D. Tonko,275
Albany,BETHLEHEM ED 19,U.S. House,20.0,DEM,Paul D. Tonko,399
Albany,BETHLEHEM ED 20,U.S. House,20.0,DEM,Paul D. Tonko,374
Albany,BETHLEHEM ED 21,U.S. House,20.0,DEM,Paul D. Tonko,394
Albany,BETHLEHEM ED 22,U.S. House,20.0,DEM,Paul D. Tonko,330
Albany,BETHLEHEM ED 23,U.S. House,20.0,DEM,Paul D. Tonko,645
Albany,BETHLEHEM ED 24,U.S. House,20.0,DEM,Paul D. Tonko,526
Albany,BETHLEHEM ED 25,U.S. House,20.0,DEM,Paul D. Tonko,519
Albany,BETHLEHEM ED 26,U.S. House,20.0,DEM,Paul D. Tonko,543
Albany,BETHLEHEM ED 27,U.S. House,20.0,DEM,Paul D. Tonko,276
Albany,BETHLEHEM ED 28,U.S. House,20.0,DEM,Paul D. Tonko,272
Albany,BETHLEHEM ED 29,U.S. House,20.0,DEM,Paul D. Tonko,135
Albany,BETHLEHEM ED 30,U.S. House,20.0,DEM,Paul D. Tonko,90
Albany,BETHLEHEM ED 31,U.S. House,20.0,DEM,Paul D. Tonko,6
Albany,COEYMANS ED 1,U.S. House,20.0,DEM,Paul D. Tonko,104
Albany,COEYMANS ED 2,U.S. House,20.0,DEM,Paul D. Tonko,219
Albany,COEYMANS ED 3,U.S. House,20.0,DEM,Paul D. Tonko,377
Albany,COEYMANS ED 4,U.S. House,20.0,DEM,Paul D. Tonko,117
Albany,COEYMANS ED 5,U.S. House,20.0,DEM,Paul D. Tonko,125
Albany,COEYMANS ED 6,U.S. House,20.0,DEM,Paul D. Tonko,149
Albany,COLONIE ED 1,U.S. House,20.0,DEM,Paul D. Tonko,396
Albany,COLONIE ED 2,U.S. House,20.0,DEM,Paul D. Tonko,351
Albany,COLONIE ED 3,U.S. House,20.0,DEM,Paul D. Tonko,239
Albany,COLONIE ED 4,U.S. House,20.0,DEM,Paul D. Tonko,413
Albany,COLONIE ED 5,U.S. House,20.0,DEM,Paul D. Tonko,280
Albany,COLONIE ED 6,U.S. House,20.0,DEM,Paul D. Tonko,348
Albany,COLONIE ED 7,U.S. House,20.0,DEM,Paul D. Tonko,292
Albany,COLONIE ED 8,U.S. House,20.0,DEM,Paul D. Tonko,269
Albany,COLONIE ED 9,U.S. House,20.0,DEM,Paul D. Tonko,196
Albany,COLONIE ED 10,U.S. House,20.0,DEM,Paul D. Tonko,159
Albany,COLONIE ED 11,U.S. House,20.0,DEM,Paul D. Tonko,322
Albany,COLONIE ED 12,U.S. House,20.0,DEM,Paul D. Tonko,201
Albany,COLONIE ED 13,U.S. House,20.0,DEM,Paul D. Tonko,485
Albany,COLONIE ED 14,U.S. House,20.0,DEM,Paul D. Tonko,254
Albany,COLONIE ED 15,U.S. House,20.0,DEM,Paul D. Tonko,326
Albany,COLONIE ED 16,U.S. House,20.0,DEM,Paul D. Tonko,247
Albany,COLONIE ED 17,U.S. House,20.0,DEM,Paul D. Tonko,205
Albany,COLONIE ED 18,U.S. House,20.0,DEM,Paul D. Tonko,269
Albany,COLONIE ED 19,U.S. House,20.0,DEM,Paul D. Tonko,226
Albany,COLONIE ED 20,U.S. House,20.0,DEM,Paul D. Tonko,185
Albany,COLONIE ED 21,U.S. House,20.0,DEM,Paul D. Tonko,325
Albany,COLONIE ED 22,U.S. House,20.0,DEM,Paul D. Tonko,309
Albany,COLONIE ED 23,U.S. House,20.0,DEM,Paul D. Tonko,223
Albany,COLONIE ED 24,U.S. House,20.0,DEM,Paul D. Tonko,274
Albany,COLONIE ED 25,U.S. House,20.0,DEM,Paul D. Tonko,223
Albany,COLONIE ED 26,U.S. House,20.0,DEM,Paul D. Tonko,317
Albany,COLONIE ED 27,U.S. House,20.0,DEM,Paul D. Tonko,201
Albany,COLONIE ED 28,U.S. House,20.0,DEM,Paul D. Tonko,320
Albany,COLONIE ED 29,U.S. House,20.0,DEM,Paul D. Tonko,200
Albany,COLONIE ED 30,U.S. House,20.0,DEM,Paul D. Tonko,322
Albany,COLONIE ED 31,U.S. House,20.0,DEM,Paul D. Tonko,447
Albany,COLONIE ED 32,U.S. House,20.0,DEM,Paul D. Tonko,227
Albany,COLONIE ED 33,U.S. House,20.0,DEM,Paul D. Tonko,186
Albany,COLONIE ED 34,U.S. House,20.0,DEM,Paul D. Tonko,428
Albany,COLONIE ED 35,U.S. House,20.0,DEM,Paul D. Tonko,342
Albany,COLONIE ED 36,U.S. House,20.0,DEM,Paul D. Tonko,381
Albany,COLONIE ED 37,U.S. House,20.0,DEM,Paul D. Tonko,290
Albany,COLONIE ED 38,U.S. House,20.0,DEM,Paul D. Tonko,236
Albany,COLONIE ED 39,U.S. House,20.0,DEM,Paul D. Tonko,390
Albany,COLONIE ED 40,U.S. House,20.0,DEM,Paul D. Tonko,252
Albany,COLONIE ED 41,U.S. House,20.0,DEM,Paul D. Tonko,511
Albany,COLONIE ED 42,U.S. House,20.0,DEM,Paul D. Tonko,285
Albany,COLONIE ED 43,U.S. House,20.0,DEM,Paul D. Tonko,306
Albany,COLONIE ED 44,U.S. House,20.0,DEM,Paul D. Tonko,310
Albany,COLONIE ED 45,U.S. House,20.0,DEM,Paul D. Tonko,202
Albany,COLONIE ED 46,U.S. House,20.0,DEM,Paul D. Tonko,370
Albany,ALBANY WARD 8 ED 6,U.S. House,20.0,DEM,Paul D. Tonko,377
Albany,COLONIE ED 47,U.S. House,20.0,DEM,Paul D. Tonko,204
Albany,COLONIE ED 48,U.S. House,20.0,DEM,Paul D. Tonko,404
Albany,COLONIE ED 49,U.S. House,20.0,DEM,Paul D. Tonko,235
Albany,COLONIE ED 50,U.S. House,20.0,DEM,Paul D. Tonko,279
Albany,COLONIE ED 51,U.S. House,20.0,DEM,Paul D. Tonko,525
Albany,COLONIE ED 52,U.S. House,20.0,DEM,Paul D. Tonko,277
Albany,COLONIE ED 53,U.S. House,20.0,DEM,Paul D. Tonko,277
Albany,COLONIE ED 54,U.S. House,20.0,DEM,Paul D. Tonko,298
Albany,COLONIE ED 55,U.S. House,20.0,DEM,Paul D. Tonko,286
Albany,COLONIE ED 56,U.S. House,20.0,DEM,Paul D. Tonko,330
Albany,COLONIE ED 57,U.S. House,20.0,DEM,Paul D. Tonko,287
Albany,COLONIE ED 58,U.S. House,20.0,DEM,Paul D. Tonko,255
Albany,COLONIE ED 59,U.S. House,20.0,DEM,Paul D. Tonko,306
Albany,COLONIE ED 60,U.S. House,20.0,DEM,Paul D. Tonko,231
Albany,COLONIE ED 61,U.S. House,20.0,DEM,Paul D. Tonko,256
Albany,GREEN ISLAND ED 1,U.S. House,20.0,DEM,Paul D. Tonko,227
Albany,GREEN ISLAND ED 2,U.S. House,20.0,DEM,Paul D. Tonko,74
Albany,GREEN ISLAND ED 3,U.S. House,20.0,DEM,Paul D. Tonko,65
Albany,GREEN ISLAND ED 4,U.S. House,20.0,DEM,Paul D. Tonko,127
Albany,GUILDERLAND ED 1,U.S. House,20.0,DEM,Paul D. Tonko,0
Albany,GUILDERLAND ED 2,U.S. House,20.0,DEM,Paul D. Tonko,8
Albany,GUILDERLAND ED 3,U.S. House,20.0,DEM,Paul D. Tonko,289
Albany,GUILDERLAND ED 4,U.S. House,20.0,DEM,Paul D. Tonko,456
Albany,GUILDERLAND ED 5,U.S. House,20.0,DEM,Paul D. Tonko,191
Albany,GUILDERLAND ED 6,U.S. House,20.0,DEM,Paul D. Tonko,267
Albany,GUILDERLAND ED 7,U.S. House,20.0,DEM,Paul D. Tonko,436
Albany,GUILDERLAND ED 8,U.S. House,20.0,DEM,Paul D. Tonko,281
Albany,GUILDERLAND ED 9,U.S. House,20.0,DEM,Paul D. Tonko,306
Albany,GUILDERLAND ED 10,U.S. House,20.0,DEM,Paul D. Tonko,319
Albany,GUILDERLAND ED 11,U.S. House,20.0,DEM,Paul D. Tonko,453
Albany,GUILDERLAND ED 12,U.S. House,20.0,DEM,Paul D. Tonko,403
Albany,GUILDERLAND ED 13,U.S. House,20.0,DEM,Paul D. Tonko,406
Albany,GUILDERLAND ED 14,U.S. House,20.0,DEM,Paul D. Tonko,455
Albany,GUILDERLAND ED 15,U.S. House,20.0,DEM,Paul D. Tonko,328
Albany,GUILDERLAND ED 16,U.S. House,20.0,DEM,Paul D. Tonko,223
Albany,GUILDERLAND ED 17,U.S. House,20.0,DEM,Paul D. Tonko,401
Albany,GUILDERLAND ED 18,U.S. House,20.0,DEM,Paul D. Tonko,361
Albany,GUILDERLAND ED 19,U.S. House,20.0,DEM,Paul D. Tonko,278
Albany,GUILDERLAND ED 20,U.S. House,20.0,DEM,Paul D. Tonko,223
Albany,GUILDERLAND ED 21,U.S. House,20.0,DEM,Paul D. Tonko,439
Albany,GUILDERLAND ED 22,U.S. House,20.0,DEM,Paul D. Tonko,340
Albany,GUILDERLAND ED 23,U.S. House,20.0,DEM,Paul D. Tonko,206
Albany,GUILDERLAND ED 24,U.S. House,20.0,DEM,Paul D. Tonko,303
Albany,GUILDERLAND ED 25,U.S. House,20.0,DEM,Paul D. Tonko,334
Albany,GUILDERLAND ED 26,U.S. House,20.0,DEM,Paul D. Tonko,216
Albany,GUILDERLAND ED 27,U.S. House,20.0,DEM,Paul D. Tonko,143
Albany,GUILDERLAND ED 28,U.S. House,20.0,DEM,Paul D. Tonko,340
Albany,GUILDERLAND ED 29,U.S. House,20.0,DEM,Paul D. Tonko,310
Albany,GUILDERLAND ED 30,U.S. House,20.0,DEM,Paul D. Tonko,212
Albany,KNOX ED 1,U.S. House,20.0,DEM,Paul D. Tonko,179
Albany,KNOX ED 2,U.S. House,20.0,DEM,Paul D. Tonko,212
Albany,KNOX ED 3,U.S. House,20.0,DEM,Paul D. Tonko,103
Albany,NEW SCOTLAND ED 1,U.S. House,20.0,DEM,Paul D. Tonko,243
Albany,NEW SCOTLAND ED 2,U.S. House,20.0,DEM,Paul D. Tonko,334
Albany,NEW SCOTLAND ED 3,U.S. House,20.0,DEM,Paul D. Tonko,89
Albany,NEW SCOTLAND ED 4,U.S. House,20.0,DEM,Paul D. Tonko,235
Albany,NEW SCOTLAND ED 5,U.S. House,20.0,DEM,Paul D. Tonko,369
Albany,NEW SCOTLAND ED 6,U.S. House,20.0,DEM,Paul D. Tonko,299
Albany,NEW SCOTLAND ED 7,U.S. House,20.0,DEM,Paul D. Tonko,370
Albany,NEW SCOTLAND ED 8,U.S. House,20.0,DEM,Paul D. Tonko,366
Albany,RENSSELAERVILLE ED 1,U.S. House,20.0,DEM,Paul D. Tonko,169
Albany,RENSSELAERVILLE ED 2,U.S. House,20.0,DEM,Paul D. Tonko,93
Albany,RENSSELAERVILLE ED 3,U.S. House,20.0,DEM,Paul D. Tonko,71
Albany,WESTERLO ED 1,U.S. House,20.0,DEM,Paul D. Tonko,156
Albany,WESTERLO ED 2,U.S. House,20.0,DEM,Paul D. Tonko,180
Albany,WESTERLO ED 3,U.S. House,20.0,DEM,Paul D. Tonko,107
Albany,ALBANY WARD 1 ED 1,U.S. House,20.0,WFP,Paul D. Tonko,6
Albany,ALBANY WARD 1 ED 2,U.S. House,20.0,WFP,Paul D. Tonko,27
Albany,ALBANY WARD 1 ED 3,U.S. House,20.0,WFP,Paul D. Tonko,20
Albany,ALBANY WARD 1 ED 4,U.S. House,20.0,WFP,Paul D. Tonko,22
Albany,ALBANY WARD 1 ED 5,U.S. House,20.0,WFP,Paul D. Tonko,2
Albany,ALBANY WARD 1 ED 6,U.S. House,20.0,WFP,Paul D. Tonko,14
Albany,ALBANY WARD 1 ED 7,U.S. House,20.0,WFP,Paul D. Tonko,18
Albany,ALBANY WARD 1 ED 8,U.S. House,20.0,WFP,Paul D. Tonko,2
Albany,ALBANY WARD 1 ED 9,U.S. House,20.0,WFP,Paul D. Tonko,9
Albany,ALBANY WARD 1 ED 10,U.S. House,20.0,WFP,Paul D. Tonko,0
Albany,ALBANY WARD 2 ED 1,U.S. House,20.0,WFP,Paul D. Tonko,5
Albany,ALBANY WARD 2 ED 2,U.S. House,20.0,WFP,Paul D. Tonko,6
Albany,ALBANY WARD 2 ED 3,U.S. House,20.0,WFP,Paul D. Tonko,3
Albany,ALBANY WARD 2 ED 4,U.S. House,20.0,WFP,Paul D. Tonko,11
Albany,ALBANY WARD 2 ED 5,U.S. House,20.0,WFP,Paul D. Tonko,25
Albany,ALBANY WARD 2 ED 6,U.S. House,20.0,WFP,Paul D. Tonko,65
Albany,ALBANY WARD 2 ED 7,U.S. House,20.0,WFP,Paul D. Tonko,0
Albany,ALBANY WARD 2 ED 8,U.S. House,20.0,WFP,Paul D. Tonko,1
Albany,ALBANY WARD 2 ED 9,U.S. House,20.0,WFP,Paul D. Tonko,7
Albany,ALBANY WARD 2 ED 10,U.S. House,20.0,WFP,Paul D. Tonko,0
Albany,ALBANY WARD 3 ED 1,U.S. House,20.0,WFP,Paul D. Tonko,37
Albany,ALBANY WARD 3 ED 2,U.S. House,20.0,WFP,Paul D. Tonko,3
Albany,ALBANY WARD 3 ED 3,U.S. House,20.0,WFP,Paul D. Tonko,2
Albany,ALBANY WARD 3 ED 4,U.S. House,20.0,WFP,Paul D. Tonko,27
Albany,ALBANY WARD 3 ED 5,U.S. House,20.0,WFP,Paul D. Tonko,3
Albany,ALBANY WARD 3 ED 6,U.S. House,20.0,WFP,Paul D. Tonko,7
Albany,ALBANY WARD 3 ED 7,U.S. House,20.0,WFP,Paul D. Tonko,4
Albany,ALBANY WARD 3 ED 8,U.S. House,20.0,WFP,Paul D. Tonko,5
Albany,ALBANY WARD 3 ED 9,U.S. House,20.0,WFP,Paul D. Tonko,15
Albany,ALBANY WARD 3 ED 10,U.S. House,20.0,WFP,Paul D. Tonko,8
Albany,ALBANY WARD 4 ED 1,U.S. House,20.0,WFP,Paul D. Tonko,3
Albany,ALBANY WARD 4 ED 2,U.S. House,20.0,WFP,Paul D. Tonko,3
Albany,ALBANY WARD 4 ED 3,U.S. House,20.0,WFP,Paul D. Tonko,10
Albany,ALBANY WARD 4 ED 4,U.S. House,20.0,WFP,Paul D. Tonko,22
Albany,ALBANY WARD 4 ED 5,U.S. House,20.0,WFP,Paul D. Tonko,13
Albany,ALBANY WARD 4 ED 6,U.S. House,20.0,WFP,Paul D. Tonko,3
Albany,ALBANY WARD 5 ED 1,U.S. House,20.0,WFP,Paul D. Tonko,1
Albany,ALBANY WARD 5 ED 2,U.S. House,20.0,WFP,Paul D. Tonko,2
Albany,ALBANY WARD 5 ED 3,U.S. House,20.0,WFP,Paul D. Tonko,4
Albany,ALBANY WARD 5 ED 4,U.S. House,20.0,WFP,Paul D. Tonko,1
Albany,ALBANY WARD 5 ED 5,U.S. House,20.0,WFP,Paul D. Tonko,10
Albany,ALBANY WARD 5 ED 6,U.S. House,20.0,WFP,Paul D. Tonko,4
Albany,ALBANY WARD 5 ED 7,U.S. House,20.0,WFP,Paul D. Tonko,8
Albany,ALBANY WARD 6 ED 1,U.S. House,20.0,WFP,Paul D. Tonko,11
Albany,ALBANY WARD 6 ED 2,U.S. House,20.0,WFP,Paul D. Tonko,28
Albany,ALBANY WARD 6 ED 3,U.S. House,20.0,WFP,Paul D. Tonko,49
Albany,ALBANY WARD 6 ED 4,U.S. House,20.0,WFP,Paul D. Tonko,90
Albany,ALBANY WARD 6 ED 5,U.S. House,20.0,WFP,Paul D. Tonko,80
Albany,ALBANY WARD 6 ED 6,U.S. House,20.0,WFP,Paul D. Tonko,52
Albany,ALBANY WARD 6 ED 7,U.S. House,20.0,WFP,Paul D. Tonko,0
Albany,ALBANY WARD 6 ED 8,U.S. House,20.0,WFP,Paul D. Tonko,62
Albany,ALBANY WARD 7 ED 1,U.S. House,20.0,WFP,Paul D. Tonko,35
Albany,ALBANY WARD 7 ED 2,U.S. House,20.0,WFP,Paul D. Tonko,0
Albany,ALBANY WARD 7 ED 3,U.S. House,20.0,WFP,Paul D. Tonko,40
Albany,ALBANY WARD 7 ED 4,U.S. House,20.0,WFP,Paul D. Tonko,16
Albany,ALBANY WARD 7 ED 5,U.S. House,20.0,WFP,Paul D. Tonko,49
Albany,ALBANY WARD 7 ED 6,U.S. House,20.0,WFP,Paul D. Tonko,7
Albany,ALBANY WARD 7 ED 7,U.S. House,20.0,WFP,Paul D. Tonko,27
Albany,ALBANY WARD 7 ED 8,U.S. House,20.0,WFP,Paul D. Tonko,44
Albany,ALBANY WARD 8 ED 1,U.S. House,20.0,WFP,Paul D. Tonko,21
Albany,ALBANY WARD 8 ED 2,U.S. House,20.0,WFP,Paul D. Tonko,26
