county,precinct,office,district,party,candidate,votes
Albany,NEW SCOTLAND ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,51
Albany,NEW SCOTLAND ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,32
Albany,NEW SCOTLAND ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,72
Albany,NEW SCOTLAND ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,56
Albany,RENSSELAERVILLE ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,37
Albany,RENSSELAERVILLE ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,41
Albany,RENSSELAERVILLE ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,43
Albany,WESTERLO ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,69
Albany,WESTERLO ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,53
Albany,WESTERLO ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,69
Albany,ALBANY WARD 1 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,9
Albany,ALBANY WARD 1 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,21
Albany,ALBANY WARD 1 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,43
Albany,ALBANY WARD 1 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,33
Albany,ALBANY WARD 1 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,0
Albany,ALBANY WARD 1 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,22
Albany,ALBANY WARD 1 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,22
Albany,ALBANY WARD 1 ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,5
Albany,ALBANY WARD 1 ED 9 *,U.S. House,20.0,REP,Elizabeth L. Joy,26
Albany,ALBANY WARD 1 ED 10,U.S. House,20.0,REP,Elizabeth L. Joy,0
Albany,ALBANY WARD 2 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,14
Albany,ALBANY WARD 2 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,16
Albany,ALBANY WARD 2 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,5
Albany,ALBANY WARD 2 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,18
Albany,ALBANY WARD 2 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,8
Albany,ALBANY WARD 2 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,7
Albany,ALBANY WARD 2 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,1
Albany,ALBANY WARD 2 ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,1
Albany,ALBANY WARD 2 ED 9,U.S. House,20.0,REP,Elizabeth L. Joy,6
Albany,ALBANY WARD 2 ED 10,U.S. House,20.0,REP,Elizabeth L. Joy,0
Albany,ALBANY WARD 3 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,44
Albany,ALBANY WARD 3 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,2
Albany,ALBANY WARD 3 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,2
Albany,ALBANY WARD 3 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,13
Albany,ALBANY WARD 3 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,13
Albany,ALBANY WARD 3 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,4
Albany,ALBANY WARD 3 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,13
Albany,ALBANY WARD 3 ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,10
Albany,ALBANY WARD 3 ED 9,U.S. House,20.0,REP,Elizabeth L. Joy,11
Albany,ALBANY WARD 3 ED 10,U.S. House,20.0,REP,Elizabeth L. Joy,1
Albany,ALBANY WARD 4 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,5
Albany,ALBANY WARD 4 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,10
Albany,ALBANY WARD 4 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,27
Albany,ALBANY WARD 4 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,39
Albany,ALBANY WARD 4 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,103
Albany,ALBANY WARD 4 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,4
Albany,ALBANY WARD 5 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,2
Albany,ALBANY WARD 5 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,1
Albany,ALBANY WARD 5 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,5
Albany,ALBANY WARD 5 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,4
Albany,ALBANY WARD 5 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,11
Albany,ALBANY WARD 5 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,7
Albany,ALBANY WARD 5 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,12
Albany,ALBANY WARD 6 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,10
Albany,ALBANY WARD 6 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,11
Albany,ALBANY WARD 6 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,17
Albany,ALBANY WARD 6 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,35
Albany,ALBANY WARD 6 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,39
Albany,ALBANY WARD 6 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,23
Albany,ALBANY WARD 6 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,1
Albany,ALBANY WARD 6 ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,16
Albany,ALBANY WARD 7 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,30
Albany,ALBANY WARD 7 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,0
Albany,ALBANY WARD 7 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,37
Albany,ALBANY WARD 7 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,15
Albany,ALBANY WARD 7 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,24
Albany,ALBANY WARD 7 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,14
Albany,ALBANY WARD 7 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,23
Albany,ALBANY WARD 7 ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,17
Albany,ALBANY WARD 8 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,101
Albany,ALBANY WARD 8 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,109
Albany,ALBANY WARD 8 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,30
Albany,ALBANY WARD 8 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,88
Albany,ALBANY WARD 8 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,73
Albany,ALBANY WARD 8 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,110
Albany,ALBANY WARD 8 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,72
Albany,ALBANY WARD 8 ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,85
Albany,ALBANY WARD 8 ED 9,U.S. House,20.0,REP,Elizabeth L. Joy,30
Albany,ALBANY WARD 9 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,37
Albany,ALBANY WARD 9 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,13
Albany,ALBANY WARD 9 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,15
Albany,ALBANY WARD 9 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,28
Albany,ALBANY WARD 9 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,69
Albany,ALBANY WARD 9 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,48
Albany,ALBANY WARD 9 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,43
Albany,ALBANY WARD 9 ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,28
Albany,ALBANY WARD 9 ED 9,U.S. House,20.0,REP,Elizabeth L. Joy,5
Albany,ALBANY WARD 10 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,6
Albany,ALBANY WARD 10 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,14
Albany,ALBANY WARD 10 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,16
Albany,ALBANY WARD 10 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,12
Albany,ALBANY WARD 10 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,10
Albany,ALBANY WARD 10 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,12
Albany,ALBANY WARD 10 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,15
Albany,ALBANY WARD 10 ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,24
Albany,ALBANY WARD 10 ED 9,U.S. House,20.0,REP,Elizabeth L. Joy,11
Albany,ALBANY WARD 11 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,0
Albany,ALBANY WARD 11 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,9
Albany,ALBANY WARD 11 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,11
Albany,ALBANY WARD 11 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,29
Albany,ALBANY WARD 11 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,20
Albany,ALBANY WARD 11 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,33
Albany,ALBANY WARD 11 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,3
Albany,ALBANY WARD 11 ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,9
Albany,ALBANY WARD 11 ED 9,U.S. House,20.0,REP,Elizabeth L. Joy,0
Albany,ALBANY WARD 11 ED 10,U.S. House,20.0,REP,Elizabeth L. Joy,1
Albany,ALBANY WARD 12 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,98
Albany,ALBANY WARD 12 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,76
Albany,ALBANY WARD 12 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,30
Albany,ALBANY WARD 12 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,23
Albany,ALBANY WARD 12 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,65
Albany,ALBANY WARD 12 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,46
Albany,ALBANY WARD 12 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,0
Albany,ALBANY WARD 12 ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,66
Albany,ALBANY WARD 12 ED 9,U.S. House,20.0,REP,Elizabeth L. Joy,20
Albany,ALBANY WARD 13 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,20
Albany,ALBANY WARD 13 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,51
Albany,ALBANY WARD 13 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,29
Albany,ALBANY WARD 13 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,57
Albany,ALBANY WARD 13 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,43
Albany,ALBANY WARD 13 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,44
Albany,ALBANY WARD 13 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,1
Albany,ALBANY WARD 14 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,59
Albany,ALBANY WARD 14 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,146
Albany,ALBANY WARD 14 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,87
Albany,ALBANY WARD 14 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,68
Albany,ALBANY WARD 14 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,63
Albany,ALBANY WARD 14 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,66
Albany,ALBANY WARD 14 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,47
Albany,ALBANY WARD 14 ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,53
Albany,ALBANY WARD 14 ED 9,U.S. House,20.0,REP,Elizabeth L. Joy,2
Albany,ALBANY WARD 15 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,4
Albany,ALBANY WARD 15 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,5
Albany,ALBANY WARD 15 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,36
Albany,ALBANY WARD 15 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,57
Albany,ALBANY WARD 15 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,85
Albany,ALBANY WARD 15 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,31
Albany,ALBANY WARD 15 ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,91
Albany,COHOES WARD 1 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,61
Albany,COHOES WARD 1 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,56
Albany,COHOES WARD 1 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,89
Albany,COHOES WARD 2 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,46
Albany,COHOES WARD 2 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,82
Albany,COHOES WARD 2 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,24
Albany,COHOES WARD 2 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,3
Albany,COHOES WARD 2 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,19
Albany,COHOES WARD 2 ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,1
Albany,COHOES WARD 3 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,96
Albany,COHOES WARD 3 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,42
Albany,COHOES WARD 3 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,52
Albany,COHOES WARD 3 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,23
Albany,COHOES WARD 4 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,72
Albany,COHOES WARD 4 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,143
Albany,COHOES WARD 4 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,59
Albany,COHOES WARD 4 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,177
Albany,COHOES WARD 5 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,81
Albany,COHOES WARD 5 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,164
Albany,COHOES WARD 5 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,91
Albany,COHOES WARD 5 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,104
Albany,COHOES WARD 5 ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,37
Albany,COHOES WARD 6 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,91
Albany,COHOES WARD 6 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,75
Albany,COHOES WARD 6 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,109
Albany,COHOES WARD 6 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,117
Albany,WATERVLIET WARD 1 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,93
Albany,WATERVLIET WARD 1 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,72
Albany,WATERVLIET WARD 1 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,81
Albany,WATERVLIET WARD 2 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,59
Albany,WATERVLIET WARD 2 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,52
Albany,WATERVLIET WARD 2 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,26
Albany,WATERVLIET WARD 3 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,39
Albany,WATERVLIET WARD 3 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,60
Albany,WATERVLIET WARD 3 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,103
Albany,WATERVLIET WARD 4 ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,95
Albany,WATERVLIET WARD 4 ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,47
Albany,WATERVLIET WARD 4 ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,65
Albany,WATERVLIET WARD 4 ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,94
Albany,BERNE ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,229
Albany,BERNE ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,349
Albany,BERNE ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,148
Albany,BETHLEHEM ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,220
Albany,BETHLEHEM ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,204
Albany,BETHLEHEM ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,124
Albany,BETHLEHEM ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,106
Albany,BETHLEHEM ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,224
Albany,BETHLEHEM ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,227
Albany,BETHLEHEM ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,112
Albany,BETHLEHEM ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,153
Albany,BETHLEHEM ED 9,U.S. House,20.0,REP,Elizabeth L. Joy,123
Albany,BETHLEHEM ED 10,U.S. House,20.0,REP,Elizabeth L. Joy,79
Albany,BETHLEHEM ED 11,U.S. House,20.0,REP,Elizabeth L. Joy,111
Albany,BETHLEHEM ED 12,U.S. House,20.0,REP,Elizabeth L. Joy,117
Albany,BETHLEHEM ED 13,U.S. House,20.0,REP,Elizabeth L. Joy,148
Albany,BETHLEHEM ED 14,U.S. House,20.0,REP,Elizabeth L. Joy,65
Albany,BETHLEHEM ED 15,U.S. House,20.0,REP,Elizabeth L. Joy,107
Albany,BETHLEHEM ED 16,U.S. House,20.0,REP,Elizabeth L. Joy,129
Albany,BETHLEHEM ED 17,U.S. House,20.0,REP,Elizabeth L. Joy,164
Albany,BETHLEHEM ED 18,U.S. House,20.0,REP,Elizabeth L. Joy,291
Albany,BETHLEHEM ED 19,U.S. House,20.0,REP,Elizabeth L. Joy,203
Albany,BETHLEHEM ED 20,U.S. House,20.0,REP,Elizabeth L. Joy,184
Albany,BETHLEHEM ED 21,U.S. House,20.0,REP,Elizabeth L. Joy,292
Albany,BETHLEHEM ED 22,U.S. House,20.0,REP,Elizabeth L. Joy,180
Albany,BETHLEHEM ED 23,U.S. House,20.0,REP,Elizabeth L. Joy,255
Albany,BETHLEHEM ED 24,U.S. House,20.0,REP,Elizabeth L. Joy,260
Albany,BETHLEHEM ED 25,U.S. House,20.0,REP,Elizabeth L. Joy,134
Albany,BETHLEHEM ED 26,U.S. House,20.0,REP,Elizabeth L. Joy,213
Albany,BETHLEHEM ED 27 *,U.S. House,20.0,REP,Elizabeth L. Joy,172
Albany,BETHLEHEM ED 28,U.S. House,20.0,REP,Elizabeth L. Joy,265
Albany,BETHLEHEM ED 29,U.S. House,20.0,REP,Elizabeth L. Joy,95
Albany,BETHLEHEM ED 30,U.S. House,20.0,REP,Elizabeth L. Joy,111
Albany,BETHLEHEM ED 31,U.S. House,20.0,REP,Elizabeth L. Joy,12
Albany,COEYMANS ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,110
Albany,COEYMANS ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,201
Albany,COEYMANS ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,305
Albany,COEYMANS ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,177
Albany,COEYMANS ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,232
Albany,COEYMANS ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,284
Albany,COLONIE ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,160
Albany,COLONIE ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,165
Albany,COLONIE ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,112
Albany,COLONIE ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,236
Albany,COLONIE ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,163
Albany,COLONIE ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,233
Albany,COLONIE ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,231
Albany,COLONIE ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,209
Albany,COLONIE ED 9,U.S. House,20.0,REP,Elizabeth L. Joy,184
Albany,COLONIE ED 10,U.S. House,20.0,REP,Elizabeth L. Joy,164
Albany,COLONIE ED 11,U.S. House,20.0,REP,Elizabeth L. Joy,275
Albany,COLONIE ED 12,U.S. House,20.0,REP,Elizabeth L. Joy,214
Albany,COLONIE ED 13,U.S. House,20.0,REP,Elizabeth L. Joy,299
Albany,COLONIE ED 14,U.S. House,20.0,REP,Elizabeth L. Joy,195
Albany,COLONIE ED 15,U.S. House,20.0,REP,Elizabeth L. Joy,167
Albany,COLONIE ED 16,U.S. House,20.0,REP,Elizabeth L. Joy,211
Albany,COLONIE ED 17,U.S. House,20.0,REP,Elizabeth L. Joy,161
Albany,COLONIE ED 18,U.S. House,20.0,REP,Elizabeth L. Joy,260
Albany,COLONIE ED 19,U.S. House,20.0,REP,Elizabeth L. Joy,188
Albany,COLONIE ED 20,U.S. House,20.0,REP,Elizabeth L. Joy,172
Albany,COLONIE ED 21,U.S. House,20.0,REP,Elizabeth L. Joy,242
Albany,COLONIE ED 22,U.S. House,20.0,REP,Elizabeth L. Joy,246
Albany,COLONIE ED 23,U.S. House,20.0,REP,Elizabeth L. Joy,224
Albany,COLONIE ED 24,U.S. House,20.0,REP,Elizabeth L. Joy,271
Albany,COLONIE ED 25,U.S. House,20.0,REP,Elizabeth L. Joy,232
Albany,COLONIE ED 26,U.S. House,20.0,REP,Elizabeth L. Joy,353
Albany,COLONIE ED 27,U.S. House,20.0,REP,Elizabeth L. Joy,231
Albany,COLONIE ED 28,U.S. House,20.0,REP,Elizabeth L. Joy,326
Albany,COLONIE ED 29,U.S. House,20.0,REP,Elizabeth L. Joy,206
Albany,COLONIE ED 30,U.S. House,20.0,REP,Elizabeth L. Joy,317
Albany,COLONIE ED 31,U.S. House,20.0,REP,Elizabeth L. Joy,309
Albany,COLONIE ED 32,U.S. House,20.0,REP,Elizabeth L. Joy,176
Albany,COLONIE ED 33,U.S. House,20.0,REP,Elizabeth L. Joy,138
Albany,COLONIE ED 34,U.S. House,20.0,REP,Elizabeth L. Joy,324
Albany,COLONIE ED 35,U.S. House,20.0,REP,Elizabeth L. Joy,262
Albany,COLONIE ED 36,U.S. House,20.0,REP,Elizabeth L. Joy,305
Albany,COLONIE ED 37,U.S. House,20.0,REP,Elizabeth L. Joy,206
Albany,ALBANY WARD 1 ED 9,U.S. House,20.0,REP,Elizabeth L. Joy,26
Albany,COLONIE ED 38,U.S. House,20.0,REP,Elizabeth L. Joy,177
Albany,COLONIE ED 39,U.S. House,20.0,REP,Elizabeth L. Joy,238
Albany,COLONIE ED 40,U.S. House,20.0,REP,Elizabeth L. Joy,230
Albany,COLONIE ED 41,U.S. House,20.0,REP,Elizabeth L. Joy,264
Albany,COLONIE ED 42,U.S. House,20.0,REP,Elizabeth L. Joy,247
Albany,COLONIE ED 43,U.S. House,20.0,REP,Elizabeth L. Joy,222
Albany,COLONIE ED 44,U.S. House,20.0,REP,Elizabeth L. Joy,200
Albany,COLONIE ED 45,U.S. House,20.0,REP,Elizabeth L. Joy,170
Albany,COLONIE ED 46,U.S. House,20.0,REP,Elizabeth L. Joy,248
Albany,COLONIE ED 47,U.S. House,20.0,REP,Elizabeth L. Joy,137
Albany,COLONIE ED 48,U.S. House,20.0,REP,Elizabeth L. Joy,329
Albany,COLONIE ED 49,U.S. House,20.0,REP,Elizabeth L. Joy,188
Albany,COLONIE ED 50,U.S. House,20.0,REP,Elizabeth L. Joy,232
Albany,COLONIE ED 51,U.S. House,20.0,REP,Elizabeth L. Joy,430
Albany,COLONIE ED 52,U.S. House,20.0,REP,Elizabeth L. Joy,217
Albany,COLONIE ED 53,U.S. House,20.0,REP,Elizabeth L. Joy,221
Albany,COLONIE ED 54,U.S. House,20.0,REP,Elizabeth L. Joy,215
Albany,COLONIE ED 55,U.S. House,20.0,REP,Elizabeth L. Joy,213
Albany,COLONIE ED 56,U.S. House,20.0,REP,Elizabeth L. Joy,228
Albany,COLONIE ED 57,U.S. House,20.0,REP,Elizabeth L. Joy,191
Albany,COLONIE ED 58,U.S. House,20.0,REP,Elizabeth L. Joy,196
Albany,COLONIE ED 59,U.S. House,20.0,REP,Elizabeth L. Joy,310
Albany,COLONIE ED 60,U.S. House,20.0,REP,Elizabeth L. Joy,247
Albany,COLONIE ED 61,U.S. House,20.0,REP,Elizabeth L. Joy,185
Albany,GREEN ISLAND ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,98
Albany,GREEN ISLAND ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,52
Albany,GREEN ISLAND ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,36
Albany,GREEN ISLAND ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,64
Albany,GUILDERLAND ED 1,U.S. House,20.0,REP,Elizabeth L. Joy,0
Albany,GUILDERLAND ED 2,U.S. House,20.0,REP,Elizabeth L. Joy,1
Albany,GUILDERLAND ED 3,U.S. House,20.0,REP,Elizabeth L. Joy,89
Albany,GUILDERLAND ED 4,U.S. House,20.0,REP,Elizabeth L. Joy,255
Albany,GUILDERLAND ED 5,U.S. House,20.0,REP,Elizabeth L. Joy,115
Albany,GUILDERLAND ED 6,U.S. House,20.0,REP,Elizabeth L. Joy,173
Albany,GUILDERLAND ED 7,U.S. House,20.0,REP,Elizabeth L. Joy,258
Albany,GUILDERLAND ED 8,U.S. House,20.0,REP,Elizabeth L. Joy,116
Albany,GUILDERLAND ED 9,U.S. House,20.0,REP,Elizabeth L. Joy,152
Albany,GUILDERLAND ED 10,U.S. House,20.0,REP,Elizabeth L. Joy,148
Albany,GUILDERLAND ED 11,U.S. House,20.0,REP,Elizabeth L. Joy,215
Albany,GUILDERLAND ED 12,U.S. House,20.0,REP,Elizabeth L. Joy,257
Albany,GUILDERLAND ED 13,U.S. House,20.0,REP,Elizabeth L. Joy,210
Albany,GUILDERLAND ED 14,U.S. House,20.0,REP,Elizabeth L. Joy,200
Albany,GUILDERLAND ED 15,U.S. House,20.0,REP,Elizabeth L. Joy,179
Albany,GUILDERLAND ED 16,U.S. House,20.0,REP,Elizabeth L. Joy,282
Albany,GUILDERLAND ED 17,U.S. House,20.0,REP,Elizabeth L. Joy,239
Albany,GUILDERLAND ED 18,U.S. House,20.0,REP,Elizabeth L. Joy,290
Albany,GUILDERLAND ED 19,U.S. House,20.0,REP,Elizabeth L. Joy,241
Albany,GUILDERLAND ED 20,U.S. House,20.0,REP,Elizabeth L. Joy,157
Albany,GUILDERLAND ED 21,U.S. House,20.0,REP,Elizabeth L. Joy,230
Albany,GUILDERLAND ED 22,U.S. House,20.0,REP,Elizabeth L. Joy,246
Albany,GUILDERLAND ED 23,U.S. House,20.0,REP,Elizabeth L. Joy,152
Albany,GUILDERLAND ED 24,U.S. House,20.0,REP,Elizabeth L. Joy,232
Albany,GUILDERLAND ED 25,U.S. House,20.0,REP,Elizabeth L. Joy,308
Albany,GUILDERLAND ED 26,U.S. House,20.0,REP,Elizabeth L. Joy,199
Albany,GUILDERLAND ED 27,U.S. House,20.0,REP,Elizabeth L. Joy,121
